Gene name,log2FoldChange,Adjusted p-value,Input,Suggested Match,History
WBGene00001476,1.470946694,2.94e-05,WBGene00001476,WBGene00001476,History: N.A.
WBGene00000869,1.470357876,9.47e-07,WBGene00000869,WBGene00000869,History: N.A.
WBGene00016055,1.468623113,9.13e-05,WBGene00016055,WBGene00016055,History: N.A.
WBGene00017500,1.468596858,0.000162049,WBGene00017500,WBGene00017500,History: N.A.
WBGene00044763,1.467263077,0.000758466,WBGene00044763,WBGene00044763,History: N.A.
WBGene00020184,1.467132908,1.06e-09,WBGene00020184,WBGene00020184,History: N.A.
WBGene00007825,1.465724023,0.000614476,WBGene00007825,WBGene00007825,History: N.A.
WBGene00002215,1.465335575,7.21e-06,WBGene00002215,WBGene00002215,History: N.A.
WBGene00007977,1.463707398,3.95e-06,WBGene00007977,WBGene00007977,History: Renamed on 2021-12-09
WBGene00015404,1.462260858,1.79e-06,WBGene00015404,WBGene00015404,History: N.A.
WBGene00002059,1.460444405,9.43e-09,WBGene00002059,WBGene00002059,History: N.A.
WBGene00001933,1.46043794,1.3e-07,WBGene00001933,WBGene00001933,History: N.A.
WBGene00219803,1.45846967,4.08e-05,WBGene00219803,WBGene00219803,History: N.A.
WBGene00022497,1.458373333,1.83e-08,WBGene00022497,WBGene00022497,History: N.A.
WBGene00011940,1.457898646,3.21e-09,WBGene00011940,WBGene00011940,History: N.A.
WBGene00010409,1.457440472,7.99e-08,WBGene00010409,WBGene00010409,History: Renamed on 2022-10-03
WBGene00016763,1.45739613,1.43e-06,WBGene00016763,WBGene00016763,History: N.A.
WBGene00014492,1.456520711,6.51e-08,WBGene00014492,,History: Killed on 2022-04-08. Remark: Killed as the Transcripot was retired.
WBGene00021784,1.455372621,1.56e-12,WBGene00021784,WBGene00021784,"History: Split into Y51H7C.41(WBGene00302984). History of WBGene00021784: Split into ""WBGene00302984"" on 2018-03-06"
WBGene00007284,1.455214385,0.000226979,WBGene00007284,WBGene00007284,History: N.A.
WBGene00011111,1.455052633,3.23e-08,WBGene00011111,WBGene00011111,History: Renamed on 2011-02-11
WBGene00004440,1.45261772,4.45e-06,WBGene00004440,WBGene00004440,History: N.A.
WBGene00018670,1.452467617,0.000300518,WBGene00018670,WBGene00018670,History: N.A.
WBGene00016760,1.451224774,0.000695837,WBGene00016760,WBGene00016760,History: N.A.
WBGene00017737,1.450536916,9.12e-09,WBGene00017737,WBGene00017737,History: N.A.
WBGene00003747,1.450279825,0.001079223,WBGene00003747,WBGene00003747,History: N.A.
WBGene00007019,1.449428216,4.92e-06,WBGene00007019,WBGene00007019,History: N.A.
WBGene00002058,1.448623095,0.000175631,WBGene00002058,WBGene00002058,History: N.A.
WBGene00022868,1.443728883,2.05e-05,WBGene00022868,WBGene00022868,History: N.A.
WBGene00012855,1.442803272,2.25e-05,WBGene00012855,WBGene00012855,History: N.A.
WBGene00004494,1.442458193,4.37e-06,WBGene00004494,WBGene00004494,History: N.A.
WBGene00013231,1.440919085,0.000151689,WBGene00013231,WBGene00013231,History: N.A.
WBGene00001895,1.440103786,1.14e-05,WBGene00001895,WBGene00001895,History: N.A.
WBGene00011212,1.439011129,1.45e-06,WBGene00011212,WBGene00011212,History: N.A.
WBGene00001505,1.438514396,0.00013479,WBGene00001505,WBGene00001505,History: N.A.
WBGene00010054,1.438270905,1.23e-07,WBGene00010054,WBGene00010054,History: N.A.
WBGene00012005,1.43589109,2.44e-05,WBGene00012005,WBGene00012005,History: N.A.
WBGene00010040,1.435637052,2.95e-09,WBGene00010040,WBGene00010040,History: N.A.
WBGene00044128,1.435024142,0.002779339,WBGene00044128,WBGene00044128,History: N.A.
WBGene00019946,1.434616018,1.74e-07,WBGene00019946,WBGene00019946,History: N.A.
WBGene00001686,1.434223057,4.45e-07,WBGene00001686,WBGene00001686,History: N.A.
WBGene00004003,1.433521585,4.24e-05,WBGene00004003,WBGene00004003,History: N.A.
WBGene00003238,1.432673465,0.000525741,WBGene00003238,WBGene00003238,History: N.A.
WBGene00020679,1.432298064,6.25e-10,WBGene00020679,WBGene00020679,History: N.A.
WBGene00019810,1.4311334,2.78e-05,WBGene00019810,WBGene00019810,History: N.A.
WBGene00021456,1.430530227,8.04e-06,WBGene00021456,WBGene00021456,History: N.A.
WBGene00018370,1.429667743,0.000441024,WBGene00018370,WBGene00018370,History: N.A.
WBGene00018509,1.426779892,1.1e-06,WBGene00018509,WBGene00018509,History: N.A.
WBGene00019209,1.426304502,3.7e-06,WBGene00019209,WBGene00019209,History: N.A.
WBGene00000464,1.426271066,6.06e-09,WBGene00000464,WBGene00000464,"History: Split into cone-1(WBGene00306126). History of WBGene00000464: Split into ""WBGene00306126"" on 2022-01-04"
WBGene00009179,1.425710887,6.01e-06,WBGene00009179,WBGene00009179,History: N.A.
WBGene00008832,1.424554204,9.97e-05,WBGene00008832,WBGene00008832,History: N.A.
WBGene00010459,1.423343798,0.000206919,WBGene00010459,WBGene00010459,History: N.A.
WBGene00003035,1.422545665,8.37e-05,WBGene00003035,WBGene00003035,History: N.A.
WBGene00012465,1.422058316,6.73e-07,WBGene00012465,WBGene00012465,History: N.A.
WBGene00022357,1.421454378,0.000226218,WBGene00022357,WBGene00022357,History: N.A.
WBGene00012728,1.420242996,2.84e-06,WBGene00012728,WBGene00012728,History: N.A.
WBGene00022875,1.4180291,0.004551009,WBGene00022875,WBGene00022875,History: N.A.
WBGene00020110,1.417687267,5.89e-09,WBGene00020110,WBGene00020110,History: N.A.
WBGene00015690,1.417219127,0.001435845,WBGene00015690,WBGene00015690,History: N.A.
WBGene00006574,1.41518683,0.000434972,WBGene00006574,WBGene00006574,History: N.A.
WBGene00014239,1.413920338,0.001736883,WBGene00014239,WBGene00014239,History: N.A.
WBGene00010486,1.411650265,0.001131046,WBGene00010486,WBGene00010486,History: N.A.
WBGene00019430,1.410426346,0.000843049,WBGene00019430,WBGene00019430,History: N.A.
WBGene00015814,1.41030476,9.24e-07,WBGene00015814,WBGene00015814,History: N.A.
WBGene00007724,1.409131393,0.000380835,WBGene00007724,WBGene00007724,History: N.A.
WBGene00016393,1.408894672,1.92e-06,WBGene00016393,WBGene00016393,History: N.A.
WBGene00017304,1.406857493,0.000480885,WBGene00017304,WBGene00017304,History: N.A.
WBGene00001173,1.405749055,5.52e-10,WBGene00001173,WBGene00001173,History: Renamed on 2005-11-22; Renamed on 2010-12-07; Renamed on 2011-07-12; Renamed on 2012-06-20
WBGene00010147,1.405717849,0.00010407,WBGene00010147,WBGene00010147,History: N.A.
WBGene00007363,1.404706488,0.00259985,WBGene00007363,WBGene00007363,History: Renamed on 2004-08-25
WBGene00007270,1.403801606,2.58e-07,WBGene00007270,WBGene00007270,History: N.A.
WBGene00004465,1.402414329,1.69e-10,WBGene00004465,WBGene00004465,History: N.A.
WBGene00010678,1.401325182,1.53e-05,WBGene00010678,WBGene00010678,History: N.A.
WBGene00016390,1.401084459,5.58e-08,WBGene00016390,WBGene00016390,History: N.A.
WBGene00021768,1.400909641,1.32e-08,WBGene00021768,WBGene00021768,History: N.A.
WBGene00003877,1.398837703,9.54e-09,WBGene00003877,WBGene00003877,History: Renamed on 2009-04-29
WBGene00013116,1.396902637,0.000776496,WBGene00013116,WBGene00013116,History: N.A.
WBGene00004503,1.396222949,4.93e-09,WBGene00004503,WBGene00004503,History: N.A.
WBGene00022832,1.393584575,2.02e-06,WBGene00022832,WBGene00022832,History: N.A.
WBGene00019967,1.392562923,0.000503179,WBGene00019967,WBGene00019967,History: N.A.
WBGene00021644,1.392258588,7.58e-08,WBGene00021644,WBGene00021644,History: N.A.
WBGene00007549,1.391222121,0.000286899,WBGene00007549,WBGene00007549,History: N.A.
WBGene00009893,1.38869808,0.001197646,WBGene00009893,WBGene00009893,History: N.A.
WBGene00003437,1.388120247,0.000751155,WBGene00003437,WBGene00003437,History: N.A.
WBGene00001889,1.388119617,4.67e-09,WBGene00001889,WBGene00001889,History: N.A.
WBGene00015796,1.386543427,0.000252867,WBGene00015796,WBGene00015796,History: N.A.
WBGene00008925,1.385816659,0.000148153,WBGene00008925,WBGene00008925,History: N.A.
WBGene00008607,1.385087583,8e-08,WBGene00008607,WBGene00008607,History: N.A.
WBGene00010721,1.38423864,0.000175334,WBGene00010721,WBGene00010721,History: N.A.
WBGene00002271,1.383391734,2.7e-07,WBGene00002271,WBGene00002271,History: N.A.
WBGene00015168,1.382996159,1.11e-07,WBGene00015168,WBGene00015168,History: N.A.
WBGene00018421,1.382009391,3.46e-07,WBGene00018421,WBGene00018421,History: N.A.
WBGene00015937,1.381148109,0.000456934,WBGene00015937,WBGene00015937,History: N.A.
WBGene00002783,1.381004155,8.92e-08,WBGene00002783,WBGene00002783,History: N.A.
WBGene00016162,1.379181893,3.98e-08,WBGene00016162,WBGene00016162,History: N.A.
WBGene00021748,1.378578652,1.86e-05,WBGene00021748,WBGene00021748,History: N.A.
WBGene00012911,1.378080049,6.17e-05,WBGene00012911,WBGene00012911,History: N.A.
WBGene00003953,1.377397452,2.53e-08,WBGene00003953,WBGene00003953,History: N.A.
WBGene00000208,1.377166834,4.98e-06,WBGene00000208,WBGene00000208,History: Renamed on 2017-11-13
WBGene00011777,1.374638563,0.000100264,WBGene00011777,WBGene00011777,History: N.A.
WBGene00022761,1.374498237,0.000543535,WBGene00022761,WBGene00022761,History: N.A.
WBGene00008486,1.373167709,6.17e-05,WBGene00008486,WBGene00008486,History: N.A.
WBGene00019199,1.37150613,3.65e-10,WBGene00019199,WBGene00019199,History: N.A.
WBGene00021847,1.370295395,2.01e-06,WBGene00021847,WBGene00021847,History: N.A.
WBGene00008860,1.369012096,0.00037977,WBGene00008860,WBGene00008860,History: Renamed on 2017-02-02
WBGene00021548,1.368582031,0.000184902,WBGene00021548,WBGene00021548,History: N.A.
WBGene00015205,1.366983614,0.003162657,WBGene00015205,WBGene00015205,History: N.A.
WBGene00001920,1.366132271,6.34e-07,WBGene00001920,WBGene00001920,History: N.A.
WBGene00014154,1.365748049,0.003594267,WBGene00014154,WBGene00014154,History: N.A.
WBGene00015516,1.364487677,0.000201956,WBGene00015516,WBGene00015516,History: N.A.
WBGene00003927,1.362401322,2.37e-06,WBGene00003927,WBGene00003927,History: N.A.
WBGene00012979,1.362401079,6.15e-07,WBGene00012979,WBGene00012979,History: N.A.
WBGene00000093,1.361853351,2.78e-06,WBGene00000093,WBGene00000093,History: N.A.
WBGene00022006,1.361063592,0.000149596,WBGene00022006,WBGene00022006,History: N.A.
WBGene00007500,1.358637809,1.08e-07,WBGene00007500,WBGene00007500,History: N.A.
WBGene00012720,1.356954692,0.00192829,WBGene00012720,WBGene00012720,History: N.A.
WBGene00195147,1.356611502,0.000141723,WBGene00195147,WBGene00195147,History: N.A.
WBGene00019429,1.356500311,8.59e-08,WBGene00019429,WBGene00019429,History: N.A.
WBGene00021969,1.356109874,6.8e-05,WBGene00021969,WBGene00021969,History: N.A.
WBGene00008548,1.355298623,0.000187581,WBGene00008548,WBGene00008548,History: N.A.
WBGene00004851,1.354055779,0.00036496,WBGene00004851,WBGene00004851,History: N.A.
WBGene00002173,1.354050371,4.43e-07,WBGene00002173,WBGene00002173,History: N.A.
WBGene00004896,1.353504265,9.4e-08,WBGene00004896,WBGene00004896,History: N.A.
WBGene00008148,1.353098657,4.15e-05,WBGene00008148,WBGene00008148,History: N.A.
WBGene00010942,1.352308788,5.99e-05,WBGene00010942,WBGene00010942,History: N.A.
WBGene00014001,1.351505415,1.81e-05,WBGene00014001,WBGene00014001,History: N.A.
WBGene00000231,1.351409338,1.48e-09,WBGene00000231,WBGene00000231,History: N.A.
WBGene00009641,1.350203281,2.49e-05,WBGene00009641,WBGene00009641,History: N.A.
WBGene00012627,1.349823174,0.001988643,WBGene00012627,WBGene00012627,History: N.A.
WBGene00001334,1.349459282,2.96e-06,WBGene00001334,WBGene00001334,History: N.A.
WBGene00018371,1.349427425,2.55e-06,WBGene00018371,WBGene00018371,History: N.A.
WBGene00010794,1.349377619,1.25e-06,WBGene00010794,WBGene00010794,History: N.A.
WBGene00001683,1.349281088,2.21e-07,WBGene00001683,WBGene00001683,History: N.A.
WBGene00020779,1.347671477,4.76e-05,WBGene00020779,WBGene00020779,History: N.A.
WBGene00011936,1.347211367,0.000254652,WBGene00011936,WBGene00011936,History: N.A.
WBGene00021561,1.343968608,1.29e-06,WBGene00021561,WBGene00021561,History: N.A.
WBGene00016826,1.343091472,7.22e-05,WBGene00016826,WBGene00016826,History: N.A.
WBGene00019913,1.342399564,4.45e-06,WBGene00019913,WBGene00019913,History: N.A.
WBGene00019642,1.342158067,0.000968167,WBGene00019642,WBGene00019642,History: N.A.
WBGene00014115,1.341603125,1.94e-07,WBGene00014115,WBGene00014115,History: N.A.
WBGene00019094,1.340841418,0.001642081,WBGene00019094,WBGene00019094,History: N.A.
WBGene00003236,1.340402775,0.000791625,WBGene00003236,WBGene00003236,History: N.A.
WBGene00018203,1.339420503,0.000338644,WBGene00018203,WBGene00018203,History: N.A.
WBGene00017988,1.338650553,2.95e-10,WBGene00017988,WBGene00017988,History: N.A.
WBGene00021888,1.338531736,7.06e-06,WBGene00021888,WBGene00021888,History: N.A.
WBGene00019757,1.336201714,4.36e-05,WBGene00019757,WBGene00019757,History: Renamed on 2010-03-26
WBGene00018270,1.336196585,9.7e-05,WBGene00018270,WBGene00018270,History: N.A.
WBGene00021419,1.335691533,4.02e-05,WBGene00021419,WBGene00021419,History: N.A.
WBGene00008687,1.335652095,7.28e-08,WBGene00008687,WBGene00008687,History: N.A.
WBGene00000892,1.335623829,5.32e-05,WBGene00000892,WBGene00000892,History: N.A.
WBGene00012353,1.335475447,4.35e-07,WBGene00012353,WBGene00012353,History: N.A.
WBGene00004464,1.335287157,2.25e-07,WBGene00004464,WBGene00004464,History: N.A.
WBGene00011735,1.333785565,3.29e-05,WBGene00011735,WBGene00011735,History: N.A.
WBGene00004502,1.333603707,6.39e-09,WBGene00004502,WBGene00004502,History: N.A.
WBGene00019481,1.333116361,2.84e-07,WBGene00019481,WBGene00019481,History: N.A.
WBGene00013161,1.333081246,0.000334261,WBGene00013161,WBGene00013161,History: N.A.
WBGene00004806,1.332871451,1.45e-09,WBGene00004806,WBGene00004806,History: N.A.
WBGene00003230,1.332568564,4.16e-06,WBGene00003230,WBGene00003230,History: N.A.
WBGene00017534,1.332318165,4.45e-07,WBGene00017534,WBGene00017534,History: N.A.
WBGene00184990,1.331342042,2.9e-06,WBGene00184990,WBGene00184990,History: N.A.
WBGene00001242,1.330821242,0.001009821,WBGene00001242,WBGene00001242,History: N.A.
WBGene00004981,1.329502961,1.16e-07,WBGene00004981,WBGene00004981,History: N.A.
WBGene00011407,1.329060137,0.001244566,WBGene00011407,WBGene00011407,History: N.A.
WBGene00009272,1.328188072,0.002040191,WBGene00009272,WBGene00009272,History: N.A.
WBGene00006059,1.32601749,5.08e-05,WBGene00006059,WBGene00006059,History: N.A.
WBGene00017978,1.32461922,0.003620342,WBGene00017978,WBGene00017978,History: N.A.
WBGene00004208,1.32455436,4.16e-09,WBGene00004208,WBGene00004208,History: N.A.
WBGene00021973,1.324249158,2.31e-06,WBGene00021973,WBGene00021973,History: Renamed on 2014-11-12
WBGene00022865,1.323516915,0.000167552,WBGene00022865,WBGene00022865,History: N.A.
WBGene00021006,1.32315459,0.003058053,WBGene00021006,WBGene00021006,History: N.A.
WBGene00011338,1.322970037,8.09e-11,WBGene00011338,WBGene00011338,History: N.A.
WBGene00000146,1.322854448,1.33e-07,WBGene00000146,WBGene00000146,History: N.A.
WBGene00003258,1.318571823,3.31e-06,WBGene00003258,WBGene00003258,"History: Renamed on 2006-01-16; Merged into ""WBGene00002755"" on 2015-03-05; Renamed on 2015-03-05"
WBGene00007565,1.318463478,0.000146791,WBGene00007565,WBGene00007565,History: N.A.
WBGene00235102,1.317935494,1.52e-05,WBGene00235102,WBGene00235102,History: N.A.
WBGene00016978,1.317839702,0.000725307,WBGene00016978,WBGene00016978,"History: Split into C56G2.22(WBGene00303050). History of WBGene00016978: Split into ""WBGene00303050"" on 2018-03-02"
WBGene00008923,1.317638933,0.003682289,WBGene00008923,WBGene00008923,History: N.A.
WBGene00010466,1.317207675,0.001630127,WBGene00010466,WBGene00010466,History: N.A.
WBGene00022413,1.317174017,2.52e-06,WBGene00022413,WBGene00022413,History: N.A.
WBGene00013716,1.317111772,2.89e-06,WBGene00013716,WBGene00013716,History: N.A.
WBGene00008878,1.316366909,3.91e-08,WBGene00008878,WBGene00008878,History: N.A.
WBGene00009416,1.3153611,2.09e-05,WBGene00009416,WBGene00009416,"History: Split into F35E2.10(WBGene00044270). History of WBGene00009416: Split into ""WBGene00044270"" on 2005-03-18"
WBGene00235152,1.313501965,0.001233601,WBGene00235152,WBGene00235152,History: N.A.
WBGene00017735,1.313421168,2.38e-07,WBGene00017735,WBGene00017735,History: N.A.
WBGene00003451,1.313413636,0.002335447,WBGene00003451,WBGene00003451,History: N.A.
WBGene00011815,1.310165014,1.33e-05,WBGene00011815,WBGene00011815,History: Renamed on 2020-03-30
WBGene00011828,1.309688343,2.02e-06,WBGene00011828,WBGene00011828,History: Renamed on 2013-01-22
WBGene00012529,1.309250007,0.000226358,WBGene00012529,WBGene00012529,History: N.A.
WBGene00001018,1.309023377,1.43e-06,WBGene00001018,WBGene00001018,History: N.A.
WBGene00020375,1.308297538,8.06e-05,WBGene00020375,WBGene00020375,History: Renamed on 2013-11-11
WBGene00194708,1.308145917,1.41e-05,WBGene00194708,WBGene00194708,History: N.A.
WBGene00004759,1.307642443,1.21e-08,WBGene00004759,WBGene00004759,History: N.A.
WBGene00021518,1.307509837,0.000599629,WBGene00021518,WBGene00021518,History: N.A.
WBGene00009884,1.307005635,8.45e-09,WBGene00009884,WBGene00009884,History: N.A.
WBGene00016452,1.305565301,0.001879898,WBGene00016452,WBGene00016452,History: N.A.
WBGene00022883,1.30427833,1.88e-05,WBGene00022883,WBGene00022883,History: N.A.
WBGene00006044,1.302721676,5.65e-05,WBGene00006044,WBGene00006044,History: N.A.
WBGene00004128,1.302338678,9.41e-08,WBGene00004128,WBGene00004128,History: N.A.
WBGene00014019,1.302045327,5.05e-06,WBGene00014019,WBGene00014019,History: N.A.
WBGene00012766,1.300163491,0.00105268,WBGene00012766,WBGene00012766,History: N.A.
WBGene00019006,1.299866451,0.002634646,WBGene00019006,WBGene00019006,History: N.A.
WBGene00021895,1.298659803,0.001609166,WBGene00021895,WBGene00021895,History: N.A.
WBGene00043147,1.298364822,0.000519995,WBGene00043147,WBGene00043147,History: Killed on 2004-10-04; Resurrected on 2006-10-03
WBGene00007143,1.298143269,2.8e-07,WBGene00007143,WBGene00007143,History: N.A.
WBGene00018149,1.297831576,4.39e-05,WBGene00018149,WBGene00018149,History: N.A.
WBGene00003132,1.29753345,1.76e-09,WBGene00003132,WBGene00003132,History: Renamed on 2015-03-03
WBGene00007153,1.296835328,1.69e-06,WBGene00007153,WBGene00007153,History: N.A.
WBGene00016808,1.296322881,0.000359799,WBGene00016808,WBGene00016808,History: N.A.
WBGene00012712,1.294222627,9.55e-05,WBGene00012712,WBGene00012712,History: N.A.
WBGene00013550,1.293490877,1.38e-05,WBGene00013550,WBGene00013550,History: N.A.
WBGene00001925,1.292735393,2.06e-05,WBGene00001925,WBGene00001925,History: N.A.
WBGene00012386,1.292211406,3.05e-09,WBGene00012386,WBGene00012386,History: N.A.
WBGene00004152,1.291676532,5.76e-06,WBGene00004152,WBGene00004152,History: N.A.
WBGene00009353,1.291622991,0.00065124,WBGene00009353,WBGene00009353,History: N.A.
WBGene00020903,1.291433948,0.001281319,WBGene00020903,WBGene00020903,History: N.A.
WBGene00017742,1.29113887,0.000529736,WBGene00017742,WBGene00017742,History: N.A.
WBGene00009594,1.29057058,2.09e-07,WBGene00009594,WBGene00009594,History: N.A.
WBGene00018698,1.290483778,8.76e-08,WBGene00018698,WBGene00018698,History: N.A.
WBGene00000881,1.289719277,1.95e-05,WBGene00000881,WBGene00000881,History: N.A.
WBGene00000392,1.289153196,0.000213673,WBGene00000392,WBGene00000392,History: N.A.
WBGene00008375,1.288476422,0.003295841,WBGene00008375,WBGene00008375,History: N.A.
WBGene00004037,1.28836919,0.000118022,WBGene00004037,WBGene00004037,History: N.A.
WBGene00022630,1.287709923,0.000575408,WBGene00022630,WBGene00022630,History: N.A.
WBGene00007100,1.287122896,1.7e-08,WBGene00007100,WBGene00007100,History: N.A.
WBGene00003078,1.286588673,0.000378825,WBGene00003078,WBGene00003078,History: N.A.
WBGene00012249,1.285906591,0.001372837,WBGene00012249,WBGene00012249,History: N.A.
WBGene00015073,1.285805247,4.44e-07,WBGene00015073,WBGene00015073,History: N.A.
WBGene00006464,1.285196552,0.005806374,WBGene00006464,WBGene00006464,History: N.A.
WBGene00018305,1.285169815,2.39e-06,WBGene00018305,WBGene00018305,History: N.A.
WBGene00003825,1.284774679,1.97e-07,WBGene00003825,WBGene00003825,History: N.A.
WBGene00010624,1.284154678,3.07e-05,WBGene00010624,WBGene00010624,History: N.A.
WBGene00001511,1.28399394,9.06e-10,WBGene00001511,WBGene00001511,History: Renamed on 2017-02-17
WBGene00009112,1.282734542,5.69e-08,WBGene00009112,WBGene00009112,History: N.A.
WBGene00001492,1.282648128,0.00055583,WBGene00001492,WBGene00001492,History: Renamed on 2012-02-07
WBGene00003083,1.281928472,2.55e-06,WBGene00003083,WBGene00003083,History: N.A.
WBGene00016030,1.281832075,4.78e-06,WBGene00016030,WBGene00016030,History: N.A.
WBGene00008780,1.281822915,1.8e-05,WBGene00008780,WBGene00008780,History: N.A.
WBGene00001330,1.279618576,7.42e-06,WBGene00001330,WBGene00001330,History: N.A.
WBGene00006709,1.278911521,0.000107798,WBGene00006709,WBGene00006709,History: N.A.
WBGene00003898,1.27839556,2.48e-05,WBGene00003898,WBGene00003898,History: N.A.
WBGene00021506,1.277629571,1.43e-06,WBGene00021506,WBGene00021506,History: N.A.
WBGene00020533,1.276388054,1.62e-05,WBGene00020533,WBGene00020533,History: N.A.
WBGene00003786,1.276229016,1.72e-07,WBGene00003786,WBGene00003786,History: N.A.
WBGene00009796,1.275866886,0.00082304,WBGene00009796,WBGene00009796,History: N.A.
WBGene00013168,1.275455195,1.06e-07,WBGene00013168,WBGene00013168,History: N.A.
WBGene00012148,1.275268021,9.53e-06,WBGene00012148,WBGene00012148,History: N.A.
WBGene00000390,1.275231554,1.65e-08,WBGene00000390,WBGene00000390,History: N.A.
WBGene00013560,1.274282679,0.000381081,WBGene00013560,WBGene00013560,"History: Split into Y75B8A.63(WBGene00303096). History of WBGene00013560: Split into ""WBGene00303096"" on 2018-03-02"
WBGene00017364,1.27427123,0.000271472,WBGene00017364,WBGene00017364,History: N.A.
WBGene00022644,1.273970111,4.74e-08,WBGene00022644,WBGene00022644,History: N.A.
WBGene00004859,1.273923634,0.001249077,WBGene00004859,WBGene00004859,History: N.A.
WBGene00008431,1.273883567,0.000141829,WBGene00008431,WBGene00008431,History: N.A.
WBGene00012117,1.27319476,4.16e-06,WBGene00012117,WBGene00012117,History: N.A.
WBGene00018327,1.271189345,0.002887625,WBGene00018327,WBGene00018327,History: N.A.
WBGene00009732,1.270445153,4.17e-05,WBGene00009732,WBGene00009732,History: N.A.
WBGene00018318,1.27031019,0.002417502,WBGene00018318,WBGene00018318,History: N.A.
WBGene00023401,1.270234524,1.03e-06,WBGene00023401,WBGene00023401,History: N.A.
WBGene00016182,1.269580382,2.95e-07,WBGene00016182,WBGene00016182,History: N.A.
WBGene00000870,1.269076016,4.67e-05,WBGene00000870,WBGene00000870,History: N.A.
WBGene00007536,1.268532123,0.000316839,WBGene00007536,WBGene00007536,History: N.A.
WBGene00021932,1.268025846,4.4e-06,WBGene00021932,WBGene00021932,History: N.A.
WBGene00009413,1.267876822,0.001362756,WBGene00009413,WBGene00009413,History: N.A.
WBGene00015752,1.267399308,2.09e-05,WBGene00015752,WBGene00015752,History: N.A.
WBGene00012343,1.266516986,0.000231187,WBGene00012343,WBGene00012343,History: N.A.
WBGene00017919,1.265113176,0.00264467,WBGene00017919,WBGene00017919,History: N.A.
WBGene00009925,1.26363091,4.45e-06,WBGene00009925,WBGene00009925,History: N.A.
WBGene00011975,1.26347455,2.21e-06,WBGene00011975,WBGene00011975,History: N.A.
WBGene00017776,1.262910454,7.86e-05,WBGene00017776,WBGene00017776,History: N.A.
WBGene00019127,1.261677281,2.1e-06,WBGene00019127,WBGene00019127,History: N.A.
WBGene00015813,1.260672827,5.83e-09,WBGene00015813,WBGene00015813,History: Renamed on 2007-07-20
WBGene00004953,1.260442496,1.77e-08,WBGene00004953,WBGene00004953,History: N.A.
WBGene00006579,1.259725587,7.63e-09,WBGene00006579,WBGene00006579,History: N.A.
WBGene00001037,1.259500283,3.45e-08,WBGene00001037,WBGene00001037,History: Renamed on 2005-12-16
WBGene00013854,1.258224949,0.007550518,WBGene00013854,WBGene00013854,History: N.A.
WBGene00219640,1.256134892,0.000190272,WBGene00219640,WBGene00219640,History: N.A.
WBGene00000519,1.256057417,5.29e-06,WBGene00000519,WBGene00000519,History: N.A.
WBGene00019599,1.255563639,0.000307052,WBGene00019599,WBGene00019599,History: N.A.
WBGene00000875,1.254497685,1.82e-08,WBGene00000875,WBGene00000875,History: N.A.
WBGene00008768,1.253374242,0.000719138,WBGene00008768,WBGene00008768,History: N.A.
WBGene00009396,1.252472674,0.000221402,WBGene00009396,WBGene00009396,History: N.A.
WBGene00003457,1.252248873,0.001603371,WBGene00003457,WBGene00003457,History: N.A.
WBGene00012606,1.251697729,0.002449608,WBGene00012606,WBGene00012606,History: N.A.
WBGene00001152,1.251296217,0.00218793,WBGene00001152,WBGene00001152,History: N.A.
WBGene00004879,1.251016827,4.54e-07,WBGene00004879,WBGene00004879,History: N.A.
WBGene00001483,1.250446135,0.000246245,WBGene00001483,WBGene00001483,History: N.A.
WBGene00008082,1.25038097,0.000139788,WBGene00008082,WBGene00008082,"History: Split into fbxb-87(WBGene00043996). History of WBGene00008082: Split into ""WBGene00043996"" on 2004-11-08"
WBGene00001862,1.25010193,4.78e-09,WBGene00001862,WBGene00001862,History: N.A.
WBGene00015326,1.249427551,6.77e-05,WBGene00015326,WBGene00015326,History: N.A.
WBGene00006856,1.248177324,6.86e-08,WBGene00006856,WBGene00006856,History: N.A.
WBGene00011481,1.247888663,5.27e-06,WBGene00011481,WBGene00011481,History: N.A.
WBGene00010844,1.247844497,3.2e-07,WBGene00010844,WBGene00010844,History: N.A.
WBGene00013176,1.247357638,0.000378695,WBGene00013176,WBGene00013176,History: N.A.
WBGene00008118,1.246893306,0.000424913,WBGene00008118,WBGene00008118,History: N.A.
WBGene00008149,1.246046127,7.52e-07,WBGene00008149,WBGene00008149,History: N.A.
WBGene00020762,1.245705266,1.09e-08,WBGene00020762,WBGene00020762,History: N.A.
WBGene00007807,1.245546369,3.48e-05,WBGene00007807,WBGene00007807,History: N.A.
WBGene00021628,1.245513814,1.65e-05,WBGene00021628,WBGene00021628,"History: Split into Y47D9A.7(WBGene00303090). History of WBGene00021628: Split into ""WBGene00303090"" on 2018-03-02"
WBGene00003957,1.245005447,0.000182052,WBGene00003957,WBGene00003957,History: N.A.
WBGene00020028,1.244972228,1.46e-05,WBGene00020028,WBGene00020028,History: N.A.
WBGene00016892,1.244950014,0.001613984,WBGene00016892,WBGene00016892,History: N.A.
WBGene00001903,1.244081206,6.35e-05,WBGene00001903,WBGene00001903,History: N.A.
WBGene00018610,1.24323235,3.95e-05,WBGene00018610,WBGene00018610,History: N.A.
WBGene00003964,1.242176245,1.23e-05,WBGene00003964,WBGene00003964,History: N.A.
WBGene00019777,1.241871282,0.000769595,WBGene00019777,WBGene00019777,History: N.A.
WBGene00016316,1.241090046,0.004764886,WBGene00016316,WBGene00016316,History: N.A.
