target_name,gene,description,KOG,remarks,Mountain,fL3s446,eL3s82,FC,fL3s364,eL3s125,FC.1,fL4s660,eL4s408,FC.2,fL4s1165,eL4s377,FC.3,fADs1711,eADs213,FC.4,fADs547,eADs598,FC.5,fL3m1612,eL3m951,FC.6,fL3m4134,eL3m1037,FC.7,fL4m1857,eL4m1318,FC.8,fL4m3713,eL4m3494,FC.9,fADm2498,eADm2449,FC.10,fADm2040,eADm2527,FC.11,fADm981,eADm599,FC.12,fADm631,eADm765,FC.13,Input,Suggested Match,History
C05C10.2b,C05C10.2,,tRNA-splicing endonuclease positive effector (SEN1) ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,34,0,7.79,39,4,3.04,40,7,3.23,55,4,3.77,88,12,8.5,39,0,43.53,90,68,0.79,190,71,0.68,167,96,1.24,419,382,1.03,730,520,1.38,617,523,1.46,195,108,1.11,134,190,0.85,C05C10.2b,WBGene00007329,Molecule name for WBGene00007329(C05C10.2). History: N.A.
C05C10.4,C05C10.4,,Lysosomal & prostatic acid phosphatases ,sRNA_UP in ego-1_AND_mRNA_inconsistent,Mountain 8,10,2,0.82,5,3,0.57,18,44,0.27,14,50,0.1,105,396,0.33,2,24,0.13,251,242,0.62,683,237,0.73,279,177,1.12,517,530,0.92,251,400,0.62,160,474,0.42,211,143,0.91,161,196,0.99,C05C10.4,WBGene00007331,Sequence name for WBGene00007331(pho-11). History: N.A.
C05C10.6b,ufd-3,,Phospholipase A2-activating protein (contains WD40 repeats) ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 2,9,5,0.37,18,1,3.61,31,1,10.1,90,2,10.2,77,0,96.87,31,0,34.83,84,44,1.12,485,73,1.67,337,141,1.7,483,484,0.94,1167,1014,1.13,933,1095,1.05,394,199,1.22,243,306,0.96,C05C10.6b,WBGene00007333,Molecule name for WBGene00007333(ufd-3). History: N.A.
C05D11.11b,mel-32,"mel-32 encodes a serine hydroxymethyltransferase; by homology, MEL-32 is predicted to catalyze the biochemical reaction that converts serine to glycine and in the process transfers a methyl group to tetrahydrofolate and, thus, into the one-carbon pool used for a variety of cellular metabolic processes; in C. elegans MEL-32 activity is required maternally for embryonic development past the 100-cell stage. ",,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,52,5,1.97,40,3,3.89,121,7,9.62,223,0,75.32,185,3,57.75,118,0,129.51,389,108,2.13,2438,342,1.81,1087,796,0.97,2597,3227,0.76,1855,2367,0.77,1504,2408,0.77,687,677,0.63,388,1040,0.45,C05D11.11b,WBGene00003214,Molecule name for WBGene00003214(mel-32). History: N.A.
C05D2.5,gak-1,"gak-1 encodes a protein that contains an AT hook motif, a DNA-binding domain that shows a preference for binding stretches of A/T base pairs; GAK-1 appears to play a role in meiotic chromosome segregation, as overexpression results in post-prophase I chromosome segregation abnormalities, and a corresponding increase in embryonic lethality and the proportion of genotypically XO males in an otherwise self-fertile, XX hermaphrodite population; loss of gak-1 function via RNA-mediated interference (RNAi) results in sterility in the injected hermaphrodites, suggesting a possible role in germline development as well; gak-1 expression is enhanced in the germline, although its precise subcellular localization has not been reported. ",,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,36,2,2.75,35,9,1.37,122,6,11.09,237,4,16.01,149,5,31.05,46,9,5.12,27,11,1.39,34,21,0.41,58,35,1.17,130,150,0.82,475,498,0.94,406,507,0.99,138,90,0.94,135,138,1.18,C05D2.5,WBGene00001514,Sequence name for WBGene00001514(xnd-1). History: Renamed on 2008-09-15
C05E11.1,lnp-1,"lnp-1 encodes a highly conserved protein of unknown function, orthologous to human LUNAPARK/KIAA1715 (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=610236"">OMIM:610236</a>), that is required for normally short body length, normal locomotion, fat content, acetylcholine neurotransmission, localization of RAB-3 and SNB-1, and sensitivity to aldicarb; LNP-1 is expressed in muscles, hypodermal cells, and neurons; within neurons, LNP-1 is localized to cell bodies, neuritic processes and commissures, and requiring UNC-104 for localization outside of cell bodies; LNP-1 is likely to act presynaptically; LNP-1 contains two N-terminal predicted transmembrane sequences, and an atypical zinc finger domain (C2HC2). ",Predicted membrane protein ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 1,27,0,6.23,52,3,5.03,86,10,4.99,143,6,6.92,653,46,17.28,164,5,29.93,18,6,1.62,41,20,0.51,28,22,0.9,100,37,2.5,39,32,1.19,22,29,0.95,10,4,1.36,16,2,6.84,C05E11.1,WBGene00015492,Sequence name for WBGene00015492(lnp-1). History: N.A.
C06A1.1,cdc-48.1,,AAA+-type ATPase ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain ,76,6,2.45,51,6,2.82,175,11,9.26,320,3,26.98,243,27,10.82,106,11,9.7,407,147,1.64,1453,273,1.35,503,412,0.87,1177,880,1.26,1818,1599,1.11,1336,1611,1.03,566,325,1.08,531,396,1.62,C06A1.1,WBGene00007352,Sequence name for WBGene00007352(cdc-48.1). History: Renamed on 2005-03-17
C06A1.5,rpb-6,,RNA polymerase subunit K ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 5,33,30,0.24,31,23,0.51,73,7,5.84,256,7,10.8,166,2,69.14,73,0,80.54,38,61,0.37,186,71,0.66,71,66,0.77,155,224,0.65,330,234,1.38,273,251,1.34,114,62,1.13,72,94,0.93,C06A1.5,WBGene00007355,Sequence name for WBGene00007355(rpb-6). History: N.A.
C06A5.1,C06A5.1,,Uncharacterized conserved protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,40,1,4.56,52,8,2.24,69,7,5.52,81,8,3.06,149,5,31.05,29,1,16.33,65,35,1.09,103,53,0.49,115,70,1.17,275,215,1.2,247,497,0.49,204,501,0.5,77,87,0.55,46,109,0.52,C06A5.1,WBGene00015499,Sequence name for WBGene00015499(ints-1). History: Renamed on 2015-02-09; Renamed on 2019-02-06; Renamed on 2019-05-20
C06A5.3a,C06A5.3,,Transcription coactivator ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 11,25,6,0.83,16,4,1.29,49,3,7.89,92,5,5.21,338,4,84.2,55,0,60.95,31,13,1.36,144,26,1.37,58,49,0.84,192,265,0.68,411,482,0.84,331,466,0.88,153,136,0.7,93,162,0.7,C06A5.3a,WBGene00015501,Molecule name for WBGene00015501(C06A5.3). History: N.A.
C06A5.6,C06A5.6,,Unnamed protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 0,176,20,1.88,131,33,1.47,271,26,6.36,916,34,8.81,457,117,4.82,264,26,10.68,18,39,0.28,8,22,0.1,63,60,0.75,89,228,0.37,238,331,0.71,165,276,0.74,106,58,1.12,73,110,0.8,C06A5.6,WBGene00015504,Sequence name for WBGene00015504(simr-1). History: N.A.
C06A8.5,spdl-1,"C06A8.5 encodes a coiled-coil protein; RNAi screens indicate that C06A8.5 activity is required for proper chromosome segregation, embryonic development, body morphology, and normal growth rates. ",,sRNA_DOWN in ego-1_AND_mRNA_UP in ego-1,Mountain 11,106,4,4.76,84,14,2.15,407,18,13.55,731,8,27.35,481,15,37.41,150,10,14.94,32,65,0.3,87,36,0.61,73,84,0.62,159,320,0.47,150,370,0.4,136,429,0.39,111,108,0.64,61,185,0.4,C06A8.5,WBGene00015515,Sequence name for WBGene00015515(spdl-1). History: N.A.
C06B8.7,C06B8.7,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 1,431,38,2.47,390,16,8.73,908,38,14.71,1536,41,12.3,1992,83,29.47,614,16,39.37,6,38,0.11,46,16,0.7,77,41,1.32,108,113,0.9,29,27,1.05,21,22,1.18,9,4,1.24,11,2,4.83,C06B8.7,WBGene00007372,Public name for WBGene00007372. History: N.A.
C06C3.10,C06C3.10,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,,38,0,8.68,30,0,11.77,139,5,14.72,147,2,16.59,305,10,34.55,139,0,152.37,0,0,0.6,3,0,1.02,2,4,0.43,4,22,0.2,1,0,1.96,0,1,0.62,1,0,1.24,0,0,1.21,C06C3.10,WBGene00044169,Public name for WBGene00044169. History: N.A.
C06C3.8,C06C3.8,,Uncharacterized protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 3,40,0,9.13,40,0,15.57,185,2,39.13,82,1,13.95,201,22,10.91,108,0,118.63,0,0,0.6,0,0,0.25,0,0,0.71,3,1,1.88,2,0,2.94,0,0,1.24,0,0,0.62,1,0,2.41,C06C3.8,WBGene00007378,Sequence name for WBGene00007378(lido-17). History: N.A.
C06E1.10,rha-2,"The C06E1.10 gene encodes a DEAH helicase orthologous to the Drosophila KURZ, the human KIAA1517, and the S. cerevisiae ECM16 proteins. ",DEAH-box RNA helicase ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 9,27,0,6.23,17,4,1.37,26,1,8.52,39,1,6.72,76,7,11.95,37,0,41.36,103,63,0.97,161,72,0.57,74,63,0.84,334,276,1.14,111,116,0.94,98,149,0.82,54,39,0.85,22,43,0.63,C06E1.10,WBGene00015525,Sequence name for WBGene00015525(rha-2). History: N.A.
C06E1.9,C06E1.9,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,21,0,4.9,15,5,1.01,26,1,8.52,131,2,14.79,54,4,13.66,48,0,53.33,121,134,0.54,81,33,0.61,63,39,1.14,171,97,1.65,183,124,1.44,187,130,1.77,77,37,1.27,55,46,1.44,C06E1.9,WBGene00015524,Public name for WBGene00015524. History: N.A.
C06E7.1b,C06E7.1,,S-adenosylmethionine synthetase ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 20,15,0,3.56,15,0,6.08,32,0,20.83,52,0,17.82,67,1,42.23,15,0,17.41,42,39,0.64,266,95,0.71,157,111,1.01,416,364,1.08,139,112,1.21,139,127,1.35,61,20,1.83,38,36,1.27,C06E7.1b,WBGene00015538,Molecule name for WBGene00015538(sams-3). History: N.A.
C06G3.2,klp-18,"klp-18 encodes a kinesin motor protein whose motor domain is most similar to that of the Xenopus and human klp2 proteins; loss of klp-18 activity via RNAi indicates that KLP-18 is required for the assembly of a disordered array of acentrosomal (female meiotic) microtubules into an organized, functional, bipolar spindle; in addition, KLP-18 may also play a role in cortex dynamics during post-meiotic development; antibody staining indicates that during meiosis and mitosis (early embryonic) KLP-18 localizes to: 1) spindles, and especially spindle poles, during prometaphase, metaphase, and early anaphase, and 2) the interzone during late anaphase and telophase; in early embryos, KLP-18 is also seen around the nucleus and cell cortex at sites of cell-cell contact; KLP-18 expression in later embryos and larvae is confined to the germ line which, in adults, stains brightly in both distal and proximal regions. ",Kinesin-like protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,171,14,2.55,123,13,3.36,382,17,13.43,740,9,24.92,674,7,104.79,273,2,99.4,84,90,0.56,138,41,0.84,301,178,1.2,319,624,0.48,1028,1957,0.52,843,2049,0.51,297,404,0.46,212,581,0.44,C06G3.2,WBGene00002228,Sequence name for WBGene00002228(klp-18). History: N.A.
C06G4.1,C06G4.1,,Vigilin ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,93,0,20.92,92,8,3.92,213,15,8.44,288,5,16.2,286,5,59.41,58,7,8.03,41,0,25.01,26,37,0.18,49,67,0.52,127,245,0.49,203,496,0.4,154,512,0.37,87,80,0.67,74,104,0.86,C06G4.1,WBGene00015557,Sequence name for WBGene00015557(hrpk-2). History: N.A.
C06G4.2d,clp-1,"clp-1 encodes a calpain homolog that has significant identity to mammalian calpains over its whole length and that contains motifs typical of calpains, including a thiol (cysteine) protease active site and a Ca[2+]-binding domain; CLP-1 is required, in parallel with TRA-3 but in series with ASP-3 and ASP-3, for degenerative (necrotic-like) cell death in neurons induced by mutations such as mec-4(d), deg-3(d), or gsa-1(gf). ","Cytosolic Ca2+-dependent cysteine protease (calpain), large subunit (EF-Hand protein superfamily) ",sRNA_inconsistent_AND_mRNA_inconsistent,Mountain ,28,0,6.45,26,13,0.73,58,4,7.45,100,8,3.77,123,13,11.0,37,5,6.89,318,156,1.21,933,262,0.91,546,327,1.19,933,603,1.46,525,668,0.77,357,692,0.64,123,139,0.55,113,193,0.71,C06G4.2d,WBGene00000542,Molecule name for WBGene00000542(clp-1). History: N.A.
C06H2.1,atp-5,,"Mitochondrial F1F0-ATP synthase, subunit d/ATP7 ",sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 23,15,5,0.59,9,2,1.27,44,4,5.68,64,1,10.93,35,2,14.9,32,0,35.92,746,466,0.95,2359,532,1.13,1241,524,1.69,2046,1754,1.1,634,683,0.91,476,672,0.88,180,73,1.51,183,106,2.07,C06H2.1,WBGene00007385,Sequence name for WBGene00007385(atp-5). History: N.A.
C06H2.2,C06H2.2,,,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 2,20,6,0.67,22,3,2.18,34,2,7.36,54,1,9.25,75,1,47.19,36,0,40.27,58,50,0.69,142,32,1.1,58,41,1.0,171,150,1.07,71,128,0.55,61,160,0.48,40,42,0.59,23,29,0.97,C06H2.2,WBGene00007386,Public name for WBGene00007386. History: N.A.
C07E3.1a,stip-1,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 11,20,2,1.56,21,3,2.09,37,2,7.99,42,1,7.23,81,4,20.37,21,0,23.94,32,12,1.51,119,38,0.78,25,41,0.44,250,199,1.18,322,241,1.31,268,295,1.12,125,105,0.74,71,92,0.93,C07E3.1a,WBGene00007412,Molecule name for WBGene00007412(stip-1). History: N.A.
C07G1.5,hgrs-1,"hgrs-1 encodes a VHS and FYVE zinc finger-domain containing protein that is the C. elegans ortholog of S. cerevisiae Vps27p and mammalian hepatocyte growth factor-regulated tyrosine kinase substrate (HGS); hgrs-1 activity is essential for molting and thus for proper larval development; consistent with its proposed role in the endocytic pathway, HGRS-1 is also required for proper trafficking of the LRP-1 low-density lipoprotein receptor-related protein 1 and for endosome maturation and regulation of autophagic vesicle accumulation; an HGRS-1::GFP fusion protein is widely expressed, but particularly enriched in epithelial cells; within cells, HGRS-1::GFP localizes to endosomal membranes. ","Membrane trafficking and cell signaling protein HRS, contains VHS and FYVE domains ",sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 5,20,6,0.67,21,6,1.19,52,0,33.45,98,0,33.29,102,1,63.96,24,4,5.44,59,30,1.15,239,60,1.0,66,79,0.6,409,268,1.43,349,470,0.73,268,494,0.67,221,204,0.67,78,207,0.46,C07G1.5,WBGene00004101,Sequence name for WBGene00004101(hgrs-1). History: Renamed on 2008-01-18
C07H6.5,cgh-1,"cgh-1 encodes a putative DEAD-box RNA helicase, orthologous to budding yeast Dhh1p, fission yeast Ste13p, Drosophila ME31B, and human DDX6 (<a href=""http://www.ncbi.nlm.nih.gov/entrez/dispomim.cgi?id=600326"">OMIM:600326</a>); CGH-1 inhibits physiological apoptosis in oocytes, keeping it down to a normal level of ~50% in hermaphrodite gonads; independently of apoptosis, CGH-1 is also required for sperm function, oocyte fertilization, and early embryonic cytokinesis; by orthology with budding yeast, CGH-1 is expected to enable decapping-dependent mRNA degradation; CGH-1 is expressed in meiotic germ cells, oocytes, sperm, early embryonic P granules, other unidentified cytoplasmic foci of the gonad core and early embryos, and the germline precursors Z2 and Z3; cgh-1(RNAi) hermaphrodites lose ~100% of their oocytes to physiological apoptosis; gonadal CGH-1 accumulation is suppressed by either glh-1/4 RNAi or gld-1(q485);gld-2(q497) mutations, yet physiological apoptosis (which would normally be elevated by loss of CGH-1) is also abnormally low in these genotypes; cgh-1(RNAi) males have sterile sperm with abnormally short pseudopods; CGH-1 associates with CAR-1, DCAP-2, and CEY-2/3/4 in P granules and cytoplasmic particles of the early embryo; CGH-1 is required for normal CAR-1 localization in early embyros, and binds CAR-1 in an RNA-dependent manner. ",ATP-dependent RNA helicase ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,48,2,3.64,52,5,3.35,98,5,10.41,223,4,15.06,142,7,22.2,72,5,13.24,53,0,32.16,203,131,0.39,292,232,0.9,1034,702,1.39,2122,3778,0.55,1728,3906,0.55,657,512,0.79,625,511,1.48,C07H6.5,WBGene00000479,Sequence name for WBGene00000479(cgh-1). History: N.A.
C08B11.3,C08B11.3,,"Predicted transcriptional regulator, contains ARID domain ",sRNA_DOWN in ego-1_AND_mRNA_UP in ego-1,Mountain 2,75,5,2.82,78,13,2.14,131,9,8.33,256,10,7.86,218,2,90.66,97,3,26.66,90,81,0.66,317,91,0.88,118,112,0.75,453,499,0.85,638,1242,0.5,487,1381,0.44,216,205,0.65,155,281,0.67,C08B11.3,WBGene00007433,Sequence name for WBGene00007433(swsn-7). History: N.A.
C08B11.6,C08B11.6,,Actin-related protein - Arp6p ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,56,3,3.17,50,0,19.37,61,9,3.91,58,5,3.31,199,42,5.78,67,10,6.73,34,0,20.84,155,47,0.83,72,48,1.06,310,130,2.23,243,261,0.91,197,283,0.86,134,43,1.9,116,64,2.17,C08B11.6,WBGene00007434,Sequence name for WBGene00007434(arp-6). History: N.A.
C08B11.9,C08B11.9,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 2,62,3,3.51,62,0,23.92,67,11,3.58,66,5,3.75,212,47,5.51,97,10,9.7,48,0,29.18,271,64,1.07,109,70,1.1,365,193,1.78,306,325,0.92,235,359,0.81,170,54,1.92,133,82,1.95,C08B11.9,WBGene00007436,Public name for WBGene00007436. History: N.A.
C08F11.7,C08F11.7,,Uncharacterized protein ,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 28,135,0,30.27,92,0,35.32,153,9,9.72,205,11,5.77,136,19,8.51,70,0,77.27,0,0,0.6,2,3,0.19,16,5,2.02,12,6,1.75,9,9,0.98,7,8,1.1,3,1,1.24,5,4,1.45,C08F11.7,WBGene00007454,Public name for WBGene00007454. History: N.A.
C08F11.8,ugt-22,,UDP-glucuronosyl and UDP-glucosyl transferase ,sRNA_UP in ego-1_AND_mRNA_inconsistent,Mountain ,13,28,0.11,10,22,0.18,10,117,0.06,31,126,0.08,23,244,0.12,8,146,0.07,9,28,0.21,194,76,0.65,58,49,0.84,312,77,3.78,90,97,0.91,63,101,0.78,57,20,1.71,35,35,1.21,C08F11.8,WBGene00007455,Sequence name for WBGene00007455(ugt-22). History: N.A.
C09D4.4a,C09D4.4,,Uncharacterized conserved protein ,sRNA_DOWN in ego-1_AND_mRNA_UP in ego-1,Mountain 2,28,1,3.23,26,3,2.56,72,11,3.84,108,6,5.24,142,15,11.1,48,5,8.89,32,27,0.7,93,39,0.6,51,66,0.55,171,285,0.57,271,489,0.54,251,471,0.66,49,96,0.32,50,115,0.53,C09D4.4a,WBGene00015635,Molecule name for WBGene00015635(C09D4.4). History: N.A.
C09G4.5,mes-6,"mes-6 encodes a WD repeat-containing protein that is orthologous to Drosophila Extra sex combs (Esc); as a member of a Polycomb-like chromatin repressive complex with MES-2 and MES-3, MES-6 is required maternally for normal germline development and during larval development, for anteroposterior patterning; during germline development, the MES-2/MES-3/MES-6 complex is believed to be essential for maintaining repression of the X chromosome, and in transgenic animals, the complex is necessary for germline repression of repetitive transgenes; in axial patterning, the MES-2/MES-3/MES-6 complex is required in somatic tissues for maintaining homeotic gene repression, acting upstream of the Hox genes lin-39, mab-5, and egl-5, as well as the egl-5 target gene lin-32; MES-6 expression is detected in the nuclei of all cells during early embryogenesis, in the germline precursors Z2 and Z3 and faintly in some somatic cells during late embryogenesis and the L1 larval stage, widely in later larvae, and in germline and oocyte nuclei in adults; normal MES-6 distribution is dependent upon wild-type activity of MES-2 and MES-3, and likewise, distribution of MES-3 is dependent upon wild-type activity of MES-2 and MES-6 ","Transcriptional repressor EED/ESC/FIE, required for transcriptional silencing, WD repeat superfamily ",sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 7,83,15,1.17,81,6,4.45,84,8,5.96,217,10,6.66,248,8,34.36,82,0,90.33,35,0,21.44,49,17,0.71,33,52,0.46,116,271,0.4,265,558,0.47,177,497,0.44,55,143,0.24,48,196,0.3,C09G4.5,WBGene00003224,Sequence name for WBGene00003224(mes-6). History: N.A.
C09G9.2,C09G9.2,,Nucleoporin ,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 9,28,0,6.45,16,16,0.38,37,6,3.43,84,0,28.58,75,4,18.88,16,0,18.5,14,0,8.93,49,13,0.91,41,21,1.36,85,100,0.8,135,219,0.61,97,215,0.56,29,36,0.5,50,34,1.76,C09G9.2,WBGene00007493,Sequence name for WBGene00007493(npp-23). History: N.A.
C09H10.7,C09H10.7,,,sRNA_inconsistent_AND_mRNA_inconsistent,Mountain 2,23,9,0.53,20,7,1.0,78,1,24.93,204,3,17.23,121,7,18.94,56,0,62.04,10,38,0.17,5,5,0.25,12,12,0.71,38,35,1.02,32,154,0.21,53,155,0.43,9,13,0.44,5,24,0.29,C09H10.7,WBGene00003133,"Sequence name for Dead gene WBGene00007501. History of WBGene00007501: Merged into ""WBGene00003133"" on 2022-01-03. Remark: Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information.  Therefore this is not a genetic map position based on recombination frequencies or genetic experiments.  This was done on advice of the CGC."
C10C5.1,C10C5.1,,,sRNA_DOWN in ego-1_AND_mRNA_inconsistent,Mountain 5,68,5,2.56,65,6,3.58,156,10,9.01,365,5,20.51,301,4,75.01,76,0,83.8,15,0,9.53,44,31,0.36,32,33,0.69,104,91,1.07,41,202,0.2,33,178,0.23,6,23,0.18,5,40,0.18,C10C5.1,WBGene00007505,Sequence name for WBGene00007505(pezo-1). History: N.A.
C10F3.1,cpg-4,"cpg-4 encodes a large (782-residue), unfamiliar, putatively secreted protein with a C-terminal low-complexity domain; CPG-4 has 35 potential chondroitin attachment sites, mostly in its C-terminal half, 4 of which have been verified by mass spectrometry; CPG-4 has no obvious function in mass RNAi assays. ",Unnamed protein ,sRNA_inconsistent_AND_mRNA_inconsistent,,17,7,0.5,14,0,5.7,31,1,10.1,29,0,10.09,72,1,45.33,40,4,8.92,3,43,0.05,20,3,1.34,49,21,1.62,54,86,0.6,412,397,1.02,340,445,0.95,114,108,0.65,105,113,1.12,C10F3.1,WBGene00015677,Sequence name for WBGene00015677(cpg-4). History: N.A.
