gene_id,class,description,hrde-1 input,wago-1 input,HRDE-1 IP,WAGO-1 IP,HRDE-1 IP/input,WAGO-1 IP/input,IP Enrichment,Input,Suggested Match,History
Y58A7A.2,wago,,24.86,48.1,56.53,64.23,2.27,1.34,HRDE-1/WAGO-1,Y58A7A.2,WBGene00021976,Public name for WBGene00021976. History: N.A.
M162.13,wago,,20.52,41.02,46.55,49.14,2.27,1.2,HRDE-1,M162.13,WBGene00077666,Public name for WBGene00077666. History: N.A.
C24H12.2,wago,,446.18,836.31,1013.57,864.25,2.27,1.03,HRDE-1,C24H12.2,WBGene00016072,Public name for WBGene00016072. History: N.A.
E02H9.3,wago,,32.71,78.43,74.0,158.72,2.26,2.02,HRDE-1/WAGO-1,E02H9.3,WBGene00017101,Public name for WBGene00017101. History: N.A.
K10C9.3,wago,,15.83,32.48,35.79,50.34,2.26,1.55,HRDE-1/WAGO-1,K10C9.3,WBGene00019624,Sequence name for WBGene00019624(rnst-2). History: N.A.
F37A4.9,wago,bath-41,77.44,152.81,175.09,201.56,2.26,1.32,HRDE-1/WAGO-1,F37A4.9,WBGene00018137,Sequence name for WBGene00018137(bath-41). History: N.A.
F48G7.4,wago,,67.56,132.16,152.52,157.22,2.26,1.19,HRDE-1,F48G7.4,WBGene00018615,Public name for WBGene00018615. History: N.A.
R07H5.11,wago,,18.94,41.8,42.72,42.45,2.26,1.02,HRDE-1,R07H5.11,WBGene00011131,Public name for WBGene00011131. History: N.A.
C55B6.2,wago,dnj-7,13.92,28.91,31.44,17.06,2.26,0.59,HRDE-1,C55B6.2,WBGene00001025,Sequence name for WBGene00001025(dnj-7). History: N.A.
K03H9.3,wago,,37.35,73.76,84.24,34.23,2.26,0.46,HRDE-1,K03H9.3,WBGene00019372,Public name for WBGene00019372. History: N.A.
K01G5.3,wago,,195.88,389.77,438.1,400.91,2.24,1.03,HRDE-1,K01G5.3,WBGene00010477,Sequence name for WBGene00010477(enu-3.6). History: N.A.
K11H3.3,wago,,32.77,70.29,73.26,69.53,2.24,0.99,HRDE-1,K11H3.3,WBGene00010780,Public name for WBGene00010780. History: N.A.
F33E2.5,wago,,82.22,153.9,184.1,100.95,2.24,0.66,HRDE-1,F33E2.5,WBGene00009361,Public name for WBGene00009361. History: N.A.
C07A9.9,wago,,33.66,72.04,75.28,36.8,2.24,0.51,HRDE-1,C07A9.9,WBGene00007405,Public name for WBGene00007405. History: N.A.
T27B7.6,wago,nhr-228,54.48,114.25,121.29,231.3,2.23,2.02,HRDE-1/WAGO-1,T27B7.6,WBGene00020852,Sequence name for WBGene00020852(nhr-228). History: N.A.
Y50D4A.5,wago,,8.24,18.94,18.36,15.51,2.23,0.82,HRDE-1,Y50D4A.5,WBGene00021739,Public name for WBGene00021739. History: N.A.
F28H6.6,wago,,27.94,55.51,62.14,117.18,2.22,2.11,HRDE-1/WAGO-1,F28H6.6,WBGene00009234,Public name for WBGene00009234. History: N.A.
C05E4.1,wago,srp-2,7.2,14.32,15.96,21.01,2.22,1.47,HRDE-1/WAGO-1,C05E4.1,WBGene00005643,Sequence name for WBGene00005643(srp-2). History: N.A.
R11H6.6,wago,,23.65,49.08,52.47,43.7,2.22,0.89,HRDE-1,R11H6.6,WBGene00014822,Public name for WBGene00014822. History: N.A.
K03E6.7,wago,,65.72,132.27,145.37,260.2,2.21,1.97,HRDE-1/WAGO-1,K03E6.7,WBGene00019365,Sequence name for WBGene00019365(rei-2). History: N.A.
T07F10.5,wago,,13.31,29.66,29.43,27.53,2.21,0.93,HRDE-1,T07F10.5,WBGene00011591,Public name for WBGene00011591. History: N.A.
C06A8.9,wago,glr-4,9.77,19.13,21.61,13.74,2.21,0.72,HRDE-1,C06A8.9,WBGene00001615,Sequence name for WBGene00001615(glr-4). History: N.A.
Y102A5C.6,wago,,65.91,165.7,145.27,468.27,2.2,2.83,HRDE-1/WAGO-1,Y102A5C.6,WBGene00014955,Public name for WBGene00014955. History: N.A.
Y71A12B.14,wago,,14.34,30.99,31.54,61.88,2.2,2.0,HRDE-1/WAGO-1,Y71A12B.14,WBGene00014947,Public name for WBGene00014947. History: N.A.
T09A12.2,wago,,16.0,32.89,35.17,12.61,2.2,0.38,HRDE-1,T09A12.2,WBGene00020373,Sequence name for WBGene00020373(gpx-6). History: N.A.
Y80D3A.11,wago,,6.82,13.24,14.96,19.03,2.19,1.44,HRDE-1/WAGO-1,Y80D3A.11,WBGene00013589,Public name for WBGene00013589. History: N.A.
F09C8.2,wago,,312.32,633.93,684.71,864.37,2.19,1.36,HRDE-1/WAGO-1,F09C8.2,WBGene00008622,Public name for WBGene00008622. History: N.A.
W03F9.3,wago,,42.85,74.47,93.87,54.31,2.19,0.73,HRDE-1,W03F9.3,WBGene00021001,Public name for WBGene00021001. History: N.A.
Y37D8A.5,wago,,26.54,56.26,58.14,32.72,2.19,0.58,HRDE-1,Y37D8A.5,WBGene00012547,Public name for WBGene00012547. History: N.A.
C17C3.1,wago,,43.4,79.66,95.23,32.87,2.19,0.41,HRDE-1,C17C3.1,WBGene00015887,Public name for WBGene00015887. History: N.A.
D2096.1,wago,,474.79,999.85,1034.93,1640.59,2.18,1.64,HRDE-1/WAGO-1,D2096.1,WBGene00017069,Sequence name for WBGene00017069(timm-17B.2). History: N.A.
C40H5.8,wago,,17.14,33.11,37.4,41.27,2.18,1.25,HRDE-1,C40H5.8,WBGene00044585,Public name for WBGene00044585. History: N.A.
F33C8.1,wago,tag-53,73.62,137.86,160.5,147.75,2.18,1.07,HRDE-1,F33C8.1,WBGene00006432,Sequence name for WBGene00006432(atrn-1). History: Renamed on 2018-06-07
F23H12.10,wago,,17.55,37.17,38.28,32.0,2.18,0.86,HRDE-1,F23H12.10,WBGene00044218,Public name for WBGene00044218. History: N.A.
F48B9.8,wago,,16.23,30.17,35.22,47.89,2.17,1.59,HRDE-1/WAGO-1,F48B9.8,WBGene00018593,Public name for WBGene00018593. History: N.A.
Y108F1.4,wago,math-43,22.86,49.26,49.52,73.27,2.17,1.49,HRDE-1/WAGO-1,Y108F1.4,WBGene00022432,Sequence name for WBGene00022432(math-43). History: N.A.
F44E5.15,wago,,20.65,33.59,44.73,22.21,2.17,0.66,HRDE-1,F44E5.15,WBGene00206377,Public name for WBGene00206377. History: N.A.
K09A11.1,wago,,55.43,110.56,120.2,63.85,2.17,0.58,HRDE-1,K09A11.1,WBGene00010704,Public name for WBGene00010704. History: N.A.
W03D8.7,wago,,143.84,264.24,312.13,89.21,2.17,0.34,HRDE-1,W03D8.7,WBGene00020988,Public name for WBGene00020988. History: N.A.
WBTransposon00000010,wago,,33.3,80.74,71.77,277.95,2.16,3.44,HRDE-1/WAGO-1,,,
T08B2.4,wago,,14.36,33.12,30.99,30.9,2.16,0.93,HRDE-1,T08B2.4,WBGene00020345,Public name for WBGene00020345. History: N.A.
K10B3.9,wago,mai-1,29.38,54.52,63.44,46.92,2.16,0.86,HRDE-1,K10B3.9,WBGene00003124,Sequence name for WBGene00003124(mai-1). History: N.A.
Y116A8C.18,wago,nhr-229,198.74,355.78,429.03,191.83,2.16,0.54,HRDE-1,Y116A8C.18,WBGene00013795,Sequence name for WBGene00013795(nhr-229). History: N.A.
C29E4.9,wago,,37.47,67.31,80.98,26.8,2.16,0.4,HRDE-1,C29E4.9,WBGene00016206,Public name for WBGene00016206. History: Split into C29E4.11(WBGene00016208). History of WBGene00016206: N.A.
F55G1.11,wago,his-60,22.97,40.42,49.3,48.41,2.15,1.2,HRDE-1,F55G1.11,WBGene00001934,Sequence name for WBGene00001934(his-60). History: N.A.
F23B2.6,csr,aly-2,29.44,61.16,63.2,26.15,2.15,0.43,HRDE-1,F23B2.6,WBGene00000121,Sequence name for WBGene00000121(aly-2). History: Renamed on 2005-04-27
C09F5.1,wago,,18.56,31.94,39.69,70.22,2.14,2.2,HRDE-1/WAGO-1,C09F5.1,WBGene00015647,Public name for WBGene00015647. History: N.A.
F59H6.9,wago,bath-1,99.0,205.89,211.97,364.45,2.14,1.77,HRDE-1/WAGO-1,F59H6.9,WBGene00019139,Sequence name for WBGene00019139(bath-1). History: N.A.
F59H5.3,wago,,240.16,475.15,514.59,587.58,2.14,1.24,HRDE-1,F59H5.3,WBGene00019131,Sequence name for WBGene00019131(bath-12). History: N.A.
C02F4.2,wago,tax-6,76.13,138.57,162.74,168.86,2.14,1.22,HRDE-1,C02F4.2,WBGene00006527,Sequence name for WBGene00006527(tax-6). History: N.A.
Y57A10A.3,wago,,182.4,381.18,390.17,447.63,2.14,1.17,HRDE-1,Y57A10A.3,WBGene00013248,Public name for WBGene00013248. History: N.A.
T26C11.7,wago,ceh-39,70.5,144.98,150.94,160.38,2.14,1.11,HRDE-1,T26C11.7,WBGene00000460,Sequence name for WBGene00000460(ceh-39). History: N.A.
R12B2.2,wago,,44.73,80.92,95.78,37.92,2.14,0.47,HRDE-1,R12B2.2,WBGene00020018,Public name for WBGene00020018. History: N.A.
F52E4.8,wago,ztf-13,14.16,30.28,30.13,60.81,2.13,2.01,HRDE-1/WAGO-1,F52E4.8,WBGene00018704,Sequence name for WBGene00018704(ztf-13). History: N.A.
B0001.5,wago,,231.06,490.88,492.35,758.38,2.13,1.54,HRDE-1/WAGO-1,B0001.5,WBGene00007090,Public name for WBGene00007090. History: N.A.
F02H6.4,wago,,56.64,113.28,120.64,163.43,2.13,1.44,HRDE-1/WAGO-1,F02H6.4,WBGene00008537,Public name for WBGene00008537. History: N.A.
B0047.3,wago,bath-24,170.16,326.66,361.94,428.83,2.13,1.31,HRDE-1/WAGO-1,B0047.3,WBGene00015014,Sequence name for WBGene00015014(bath-24). History: N.A.
Y57A10A.4,wago,,168.11,347.92,358.68,449.26,2.13,1.29,HRDE-1,Y57A10A.4,WBGene00013249,Public name for WBGene00013249. History: N.A.
Y58A7A.4,wago,,12.3,23.83,26.14,26.25,2.13,1.1,HRDE-1,Y58A7A.4,WBGene00021978,Public name for WBGene00021978. History: N.A.
AC8.1,wago,,48.88,105.93,103.79,209.24,2.12,1.98,HRDE-1/WAGO-1,AC8.1,WBGene00004054,Public name for WBGene00004054. History: Renamed on 2014-12-04
Y39A3CL.5,wago,clp-4,53.95,93.82,114.28,148.53,2.12,1.58,HRDE-1/WAGO-1,Y39A3CL.5,WBGene00000545,Sequence name for WBGene00000545(clp-4). History: N.A.
C53D6.6,wago,,10.95,20.78,23.22,18.74,2.12,0.9,HRDE-1,C53D6.6,WBGene00008283,Public name for WBGene00008283. History: N.A.
C18D4.6,wago,,115.1,232.58,242.75,550.08,2.11,2.37,HRDE-1/WAGO-1,C18D4.6,WBGene00007675,Public name for WBGene00007675. History: N.A.
K02E2.9,wago,,6.82,13.65,14.43,20.9,2.11,1.53,HRDE-1/WAGO-1,K02E2.9,WBGene00077670,Public name for WBGene00077670. History: N.A.
F13C5.2,wago,,221.81,432.79,467.66,625.6,2.11,1.45,HRDE-1/WAGO-1,F13C5.2,WBGene00017423,Public name for WBGene00017423. History: N.A.
Y76B12C.3,wago,,12.62,23.41,26.57,29.25,2.11,1.25,HRDE-1,Y76B12C.3,WBGene00022297,Public name for WBGene00022297. History: N.A.
K09F6.6,wago,,19.03,35.8,39.99,105.23,2.1,2.94,HRDE-1/WAGO-1,K09F6.6,WBGene00019589,"Public name for WBGene00019589. History: Split into K09F6.15(WBGene00271744). History of WBGene00019589: Split into ""WBGene00271744"" on 2017-06-29"
R08E3.3,wago,,23.49,51.53,49.3,128.33,2.1,2.49,HRDE-1/WAGO-1,R08E3.3,WBGene00019959,Public name for WBGene00019959. History: N.A.
F44G4.3,wago,,49.6,111.01,104.36,184.85,2.1,1.67,HRDE-1/WAGO-1,F44G4.3,WBGene00009713,Public name for WBGene00009713. History: N.A.
Y32G9A.3,wago,,32.92,59.1,69.07,29.09,2.1,0.49,HRDE-1,Y32G9A.3,WBGene00021302,Public name for WBGene00021302. History: N.A.
T20D4.6,wago,arrd-22,21.75,42.36,45.43,101.36,2.09,2.39,HRDE-1/WAGO-1,T20D4.6,WBGene00020612,Sequence name for WBGene00020612(arrd-22). History: N.A.
Y37H2A.4,wago,fbxa-107,70.36,144.61,147.02,287.68,2.09,1.99,HRDE-1/WAGO-1,Y37H2A.4,WBGene00012564,Sequence name for WBGene00012564(fbxa-107). History: N.A.
Y73C8C.3,wago,,30.6,59.03,64.1,68.09,2.09,1.15,HRDE-1,Y73C8C.3,WBGene00022262,Public name for WBGene00022262. History: N.A.
K01D12.13,wago,cdr-7,10.05,16.33,21.04,14.79,2.09,0.91,HRDE-1,K01D12.13,WBGene00010472,Sequence name for WBGene00010472(cdr-7). History: N.A.
F52C6.14,wago,,185.09,330.24,387.53,298.03,2.09,0.9,HRDE-1,F52C6.14,WBGene00018671,Public name for WBGene00018671. History: N.A.
F54F7.6,wago,,28.96,51.05,60.56,45.89,2.09,0.9,HRDE-1,F54F7.6,WBGene00010066,Public name for WBGene00010066. History: N.A.
C27H6.4,csr,rmd-2,61.46,122.44,128.61,82.54,2.09,0.67,HRDE-1,C27H6.4,WBGene00007786,Sequence name for WBGene00007786(rmd-2). History: N.A.
Y39C12A.9,wago,,33.13,60.64,69.1,34.48,2.09,0.57,HRDE-1,Y39C12A.9,WBGene00012710,Public name for WBGene00012710. History: N.A.
C15C7.5,wago,,16.95,30.32,35.37,14.88,2.09,0.49,HRDE-1,C15C7.5,WBGene00015791,Sequence name for WBGene00015791(bbln-1). History: Renamed on 2021-01-02
F31E9.6,wago,,34.61,73.98,72.12,166.78,2.08,2.25,HRDE-1/WAGO-1,F31E9.6,WBGene00009299,Public name for WBGene00009299. History: N.A.
Y47D3B.11,wago,,52.95,106.11,110.17,218.13,2.08,2.06,HRDE-1/WAGO-1,Y47D3B.11,WBGene00023404,Sequence name for WBGene00023404(plr-1). History: N.A.
C11G6.1,wago,taf-3,70.95,136.25,147.73,204.4,2.08,1.5,HRDE-1/WAGO-1,C11G6.1,WBGene00006384,Sequence name for WBGene00006384(taf-3). History: N.A.
H04D03.1,wago,enu-3,105.1,195.67,218.45,196.2,2.08,1.0,HRDE-1,H04D03.1,WBGene00010362,Sequence name for WBGene00010362(enu-3.1). History: Renamed on 2014-04-28
Y82E9BR.1,wago,,103.3,184.57,215.05,148.71,2.08,0.81,HRDE-1,Y82E9BR.1,WBGene00022334,Public name for WBGene00022334. History: N.A.
F40F4.3,wago,lbp-1,15.64,29.65,32.53,21.49,2.08,0.72,HRDE-1,F40F4.3,WBGene00002253,Sequence name for WBGene00002253(lbp-1). History: N.A.
H01A20.1,wago,nhr-3,51.1,101.65,105.92,138.43,2.07,1.36,HRDE-1/WAGO-1,H01A20.1,WBGene00003602,Sequence name for WBGene00003602(nhr-3). History: N.A.
B0281.4,wago,,84.04,154.9,173.61,165.9,2.07,1.07,HRDE-1,B0281.4,WBGene00015111,Public name for WBGene00015111. History: N.A.
Y38H6A.4,wago,,10.26,18.91,21.23,19.58,2.07,1.04,HRDE-1,Y38H6A.4,WBGene00014874,Public name for WBGene00014874. History: N.A.
D1025.10,wago,,25.56,46.36,52.86,48.02,2.07,1.04,HRDE-1,D1025.10,WBGene00044134,Public name for WBGene00044134. History: N.A.
Y6G8.3,wago,ztf-25,9.81,17.41,20.27,15.17,2.07,0.87,HRDE-1,Y6G8.3,WBGene00012405,Sequence name for WBGene00012405(ztf-25). History: N.A.
K11D2.1,wago,,18.56,38.63,38.2,202.66,2.06,5.25,HRDE-1/WAGO-1,K11D2.1,WBGene00010768,Public name for WBGene00010768. History: N.A.
ZC21.10,wago,,44.43,72.34,91.54,73.74,2.06,1.02,HRDE-1,ZC21.10,WBGene00044443,Public name for WBGene00044443. History: N.A.
K03A1.6,wago,his-38,16.65,29.59,34.3,16.47,2.06,0.56,HRDE-1,K03A1.6,WBGene00001912,Sequence name for WBGene00001912(his-38). History: N.A.
M163.1,wago,,13.32,24.76,27.25,43.22,2.05,1.75,HRDE-1/WAGO-1,M163.1,WBGene00010935,Public name for WBGene00010935. History: N.A.
Y44A6B.1,wago,srxa-14,4.64,8.05,9.47,27.14,2.04,3.37,HRDE-1/WAGO-1,Y44A6B.1,WBGene00012846,Sequence name for WBGene00012846(srxa-14). History: N.A.
Y61A9LA.5,wago,,17.49,33.35,35.7,64.75,2.04,1.94,HRDE-1/WAGO-1,Y61A9LA.5,WBGene00022017,Public name for WBGene00022017. History: N.A.
C36E6.2,wago,,16.23,28.43,33.19,33.53,2.04,1.18,HRDE-1,C36E6.2,WBGene00016490,Public name for WBGene00016490. History: N.A.
Y54F10BM.9,wago,,276.04,504.25,563.43,563.58,2.04,1.12,HRDE-1,Y54F10BM.9,WBGene00021863,Public name for WBGene00021863. History: N.A.
T05F1.13,wago,,43.12,77.75,87.89,73.86,2.04,0.95,HRDE-1,T05F1.13,WBGene00011497,Public name for WBGene00011497. History: N.A.
F55A4.1,wago,sec-22,12.61,20.96,25.7,19.75,2.04,0.94,HRDE-1,F55A4.1,WBGene00018853,Sequence name for WBGene00018853(sec-22). History: N.A.
F46H6.2,wago,dgk-2,8.62,15.89,17.51,25.67,2.03,1.62,HRDE-1/WAGO-1,F46H6.2,WBGene00000959,Sequence name for WBGene00000959(dgk-2). History: N.A.
B0416.6,wago,gly-13,101.29,190.77,205.37,295.56,2.03,1.55,HRDE-1/WAGO-1,B0416.6,WBGene00001638,Sequence name for WBGene00001638(gly-13). History: N.A.
K08E5.1,wago,,246.91,439.66,500.47,662.84,2.03,1.51,HRDE-1/WAGO-1,K08E5.1,WBGene00014801,Public name for WBGene00014801. History: N.A.
K04B12.2,wago,,326.97,619.8,663.03,915.26,2.03,1.48,HRDE-1/WAGO-1,K04B12.2,WBGene00010550,Public name for WBGene00010550. History: N.A.
F25E2.5,wago,daf-3,12.73,24.5,25.82,32.01,2.03,1.31,HRDE-1/WAGO-1,F25E2.5,WBGene00000899,Sequence name for WBGene00000899(daf-3). History: N.A.
F16B4.8,wago,cdc-25.2,32.21,64.12,65.42,81.68,2.03,1.27,HRDE-1,F16B4.8,WBGene00000387,Sequence name for WBGene00000387(cdc-25.2). History: Renamed on 2015-03-06
W04A8.3,wago,,34.55,61.21,70.11,75.48,2.03,1.23,HRDE-1,W04A8.3,WBGene00012238,Public name for WBGene00012238. History: N.A.
K08H2.3,wago,,104.23,204.65,211.89,165.41,2.03,0.81,HRDE-1,K08H2.3,WBGene00010690,Public name for WBGene00010690. History: N.A.
ZK1321.3,wago,aqp-10,13.99,27.89,28.34,22.6,2.03,0.81,HRDE-1,ZK1321.3,WBGene00000178,Sequence name for WBGene00000178(aqp-10). History: N.A.
F54D10.6,wago,,33.26,56.94,67.67,31.22,2.03,0.55,HRDE-1,F54D10.6,WBGene00018807,Sequence name for WBGene00018807(fbxa-146). History: N.A.
C06A5.4,wago,madf-7,153.11,310.14,308.97,602.62,2.02,1.94,HRDE-1/WAGO-1,C06A5.4,,Sequence name for Suppressed gene WBGene00015502. Molecular name for Suppressed gene WBGene00015502. History of WBGene00015502: Suppressed on 2013-10-17. Remark: Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information.  Therefore this is not a genetic map position based on recombination frequencies or genetic experiments.  This was done on advice of the CGC....This gene was determined to be of Transposon in origin so has been removed from the C. elegans protein set. Detailed information about the origin of this gene can be found in the corresponding Transposon object associated with this gene....Map position created from combination of previous interpolated map position (based on known location of sequence) and allele information. Therefore this is not a genetic map position based on recombination frequencies or genetic experiments. This was done on advice of the CGC.
R07E4.5,wago,,62.75,116.58,126.53,145.58,2.02,1.25,HRDE-1,R07E4.5,WBGene00019938,Public name for WBGene00019938. History: N.A.
Y49E10.2,csr,glrx-5,15.27,30.83,30.81,36.11,2.02,1.17,HRDE-1,Y49E10.2,WBGene00013029,Sequence name for WBGene00013029(glrx-5). History: N.A.
K10B3.5,wago,,343.98,600.62,696.05,429.98,2.02,0.72,HRDE-1,K10B3.5,WBGene00019611,Public name for WBGene00019611. History: N.A.
Y47G6A.31,wago,,113.42,174.52,228.78,44.32,2.02,0.25,HRDE-1,Y47G6A.31,WBGene00044436,Public name for WBGene00044436. History: N.A.
B0391.10,wago,,440.72,846.74,885.87,1934.76,2.01,2.28,HRDE-1/WAGO-1,B0391.10,WBGene00007165,Public name for WBGene00007165. History: N.A.
T14G8.3,wago,,54.15,91.88,108.63,156.37,2.01,1.7,HRDE-1/WAGO-1,T14G8.3,WBGene00011771,Public name for WBGene00011771. History: N.A.
Y15E3A.3,wago,,37.82,61.89,75.99,89.31,2.01,1.44,HRDE-1/WAGO-1,Y15E3A.3,WBGene00012442,Public name for WBGene00012442. History: N.A.
K09C4.3,wago,,77.75,137.59,156.27,141.64,2.01,1.03,HRDE-1,K09C4.3,WBGene00002006,Sequence name for WBGene00002006(hsp-2). History: N.A.
Y73B6BL.27,wago,,11.42,21.63,22.98,17.19,2.01,0.79,HRDE-1,Y73B6BL.27,WBGene00022248,Public name for WBGene00022248. History: N.A.
K02D10.2,wago,,42.97,74.65,86.5,25.25,2.01,0.34,HRDE-1,K02D10.2,WBGene00019302,Public name for WBGene00019302. History: N.A.
F35A5.8,wago,erp-1,15.05,33.04,30.13,75.84,2.0,2.3,HRDE-1/WAGO-1,F35A5.8,WBGene00001335,Public name for WBGene00001335. History: Renamed on 2017-04-03
F18G5.6,wago,,5.0,10.74,10.02,15.01,2.0,1.4,HRDE-1/WAGO-1,F18G5.6,WBGene00017582,Public name for WBGene00017582. History: N.A.
C25G6.5,wago,npr-11,39.93,64.78,79.7,90.8,2.0,1.4,HRDE-1/WAGO-1,C25G6.5,WBGene00016110,Sequence name for WBGene00016110(npr-11). History: N.A.
T20F10.1,wago,wts-1,26.91,44.83,53.81,58.29,2.0,1.3,HRDE-1/WAGO-1,T20F10.1,WBGene00007047,"Sequence name for WBGene00007047(wts-1). History: Renamed on 2007-08-01. Public name for Dead gene WBGene00011863. History of WBGene00011863: Merged into ""WBGene00007047"" on 2005-10-05"
R01E6.1,wago,odr-1,43.34,70.11,86.86,46.99,2.0,0.67,HRDE-1,R01E6.1,WBGene00003848,Sequence name for WBGene00003848(odr-1). History: N.A.
F53G12.3,wago,duox-2,13.07,22.19,26.01,46.18,1.99,2.08,HRDE-1/WAGO-1,F53G12.3,WBGene00018771,Sequence name for WBGene00018771(duox-2). History: N.A.
T17A3.2,wago,,35.08,64.15,69.85,60.84,1.99,0.95,HRDE-1,T17A3.2,WBGene00020540,Sequence name for WBGene00020540(pals-25). History: N.A.
W02A11.6,wago,,22.69,40.04,45.13,27.6,1.99,0.69,HRDE-1,W02A11.6,WBGene00014852,Public name for WBGene00014852. History: N.A.
F58E1.13,wago,,45.02,77.79,89.49,25.35,1.99,0.33,HRDE-1,F58E1.13,WBGene00019044,Public name for WBGene00019044. History: N.A.
F08F1.9,wago,,10.54,19.19,20.87,28.14,1.98,1.47,HRDE-1/WAGO-1,F08F1.9,WBGene00017259,Public name for WBGene00017259. History: N.A.
F52E10.1,wago,sdc-1,61.23,104.19,121.06,128.22,1.98,1.23,HRDE-1,F52E10.1,WBGene00004745,Sequence name for WBGene00004745(sdc-1). History: N.A.
Y23H5B.7,wago,,15.08,27.18,29.79,22.83,1.98,0.84,HRDE-1,Y23H5B.7,WBGene00021278,Public name for WBGene00021278. History: N.A.
M01E5.1,wago,,8.06,13.2,15.84,28.83,1.97,2.18,HRDE-1/WAGO-1,M01E5.1,WBGene00010804,Public name for WBGene00010804. History: N.A.
T10A3.1,wago,unc-10,259.91,480.7,512.92,859.59,1.97,1.79,HRDE-1/WAGO-1,T10A3.1,WBGene00006750,Sequence name for WBGene00006750(unc-10). History: N.A.
T20F7.1,wago,,114.73,220.93,225.81,356.46,1.97,1.61,HRDE-1/WAGO-1,T20F7.1,WBGene00020630,Public name for WBGene00020630. History: N.A.
Y44A6C.2,wago,,73.63,128.8,145.04,187.31,1.97,1.45,HRDE-1/WAGO-1,Y44A6C.2,WBGene00012851,Public name for WBGene00012851. History: N.A.
K10C8.1,wago,,416.98,744.31,823.12,1032.56,1.97,1.39,HRDE-1/WAGO-1,K10C8.1,WBGene00010734,Sequence name for WBGene00010734(parn-1). History: N.A.
C24H12.3,wago,,20.04,33.13,39.57,30.25,1.97,0.91,HRDE-1,C24H12.3,WBGene00023244,Public name for WBGene00023244. History: N.A.
T09F3.4,wago,,34.79,59.59,68.41,44.96,1.97,0.75,HRDE-1,T09F3.4,WBGene00011663,Public name for WBGene00011663. History: N.A.
B0545.1,wago,tpa-1,8.77,16.4,17.23,42.38,1.96,2.58,HRDE-1/WAGO-1,B0545.1,WBGene00006599,Sequence name for WBGene00006599(tpa-1). History: Renamed on 2011-03-29
Y52B11A.11,wago,,107.32,192.11,210.53,304.59,1.96,1.59,HRDE-1/WAGO-1,Y52B11A.11,WBGene00014914,Public name for WBGene00014914. History: N.A.
C44C10.5,wago,,598.7,1018.12,1176.01,1532.9,1.96,1.51,HRDE-1/WAGO-1,C44C10.5,WBGene00008086,Public name for WBGene00008086. History: N.A.
Y57G7A.2,wago,,78.57,137.6,153.78,182.16,1.96,1.32,HRDE-1/WAGO-1,Y57G7A.2,WBGene00021966,Public name for WBGene00021966. History: N.A.
T12B5.3,wago,fbxa-10,165.91,298.8,324.36,385.62,1.96,1.29,HRDE-1,T12B5.3,WBGene00020450,Sequence name for WBGene00020450(fbxa-10). History: N.A.
Y39E4B.3,wago,pqn-83,111.11,197.54,218.1,179.14,1.96,0.91,HRDE-1,Y39E4B.3,WBGene00004164,Sequence name for WBGene00004164(pqn-83). History: N.A.
Y73B6BL.7,wago,csp-2,49.37,88.27,96.98,78.78,1.96,0.89,HRDE-1,Y73B6BL.7,WBGene00000820,Sequence name for WBGene00000820(csp-2). History: N.A.
D1025.1,wago,,54.67,93.56,107.41,73.39,1.96,0.78,HRDE-1,D1025.1,WBGene00008353,Public name for WBGene00008353. History: N.A.
T26H2.10,wago,,16.06,24.69,31.45,13.78,1.96,0.56,HRDE-1,T26H2.10,WBGene00044976,Public name for WBGene00044976. History: N.A.
